#taskLabel	taskNamespace	taskType	nCores	memMb	priority	isForceLocal	dependencies	cwd	command
compressSegmentOutput_chromId_006_7_0002	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_006_7_0002		"/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_006_7_0002.vcf" && "/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_006_7_0002.vcf"
callGenomeSegment_chromId_006_7_0003	CallGenome	command	1	1536	0	0	makeTmpDir		/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/strelka2 --region 7:34101145-45468192 --ref /data/references/b37/human_g1k_v37_decoy.fasta --max-indel-size 49 --call-regions-bed /scratch/2022_summer_internship/mjcho/FCD_project/bed/targeted.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticIndelScoringModels.json --normal-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Normal.sorted.RGadded.marked.realigned.fixed.recal.bam --tumor-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Disease.sorted.RGadded.marked.realigned.fixed.recal.bam --somatic-snv-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_006_7_0003.vcf --somatic-indel-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_006_7_0003.vcf --stats-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/runStats.chromId_006_7_0003.xml --strelka-skip-header --strelka-chrom-depth-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/chromDepth.tsv --strelka-max-depth-factor 3.0
compressSegmentOutput_chromId_006_7_0003	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_006_7_0003		"/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_006_7_0003.vcf" && "/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_006_7_0003.vcf"
callGenomeSegment_chromId_006_7_0004	CallGenome	command	1	1536	0	0	makeTmpDir		/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/strelka2 --region 7:45468193-56835240 --ref /data/references/b37/human_g1k_v37_decoy.fasta --max-indel-size 49 --call-regions-bed /scratch/2022_summer_internship/mjcho/FCD_project/bed/targeted.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticIndelScoringModels.json --normal-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Normal.sorted.RGadded.marked.realigned.fixed.recal.bam --tumor-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Disease.sorted.RGadded.marked.realigned.fixed.recal.bam --somatic-snv-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_006_7_0004.vcf --somatic-indel-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_006_7_0004.vcf --stats-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/runStats.chromId_006_7_0004.xml --strelka-skip-header --strelka-chrom-depth-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/chromDepth.tsv --strelka-max-depth-factor 3.0
compressSegmentOutput_chromId_006_7_0004	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_006_7_0004		"/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_006_7_0004.vcf" && "/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_006_7_0004.vcf"
callGenomeSegment_chromId_006_7_0005	CallGenome	command	1	1536	0	0	makeTmpDir		/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/strelka2 --region 7:56835241-68202287 --ref /data/references/b37/human_g1k_v37_decoy.fasta --max-indel-size 49 --call-regions-bed /scratch/2022_summer_internship/mjcho/FCD_project/bed/targeted.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticIndelScoringModels.json --normal-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Normal.sorted.RGadded.marked.realigned.fixed.recal.bam --tumor-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Disease.sorted.RGadded.marked.realigned.fixed.recal.bam --somatic-snv-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_006_7_0005.vcf --somatic-indel-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_006_7_0005.vcf --stats-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/runStats.chromId_006_7_0005.xml --strelka-skip-header --strelka-chrom-depth-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/chromDepth.tsv --strelka-max-depth-factor 3.0
compressSegmentOutput_chromId_006_7_0005	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_006_7_0005		"/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_006_7_0005.vcf" && "/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_006_7_0005.vcf"
callGenomeSegment_chromId_006_7_0006	CallGenome	command	1	1536	0	0	makeTmpDir		/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/strelka2 --region 7:68202288-79569334 --ref /data/references/b37/human_g1k_v37_decoy.fasta --max-indel-size 49 --call-regions-bed /scratch/2022_summer_internship/mjcho/FCD_project/bed/targeted.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticIndelScoringModels.json --normal-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Normal.sorted.RGadded.marked.realigned.fixed.recal.bam --tumor-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Disease.sorted.RGadded.marked.realigned.fixed.recal.bam --somatic-snv-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_006_7_0006.vcf --somatic-indel-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_006_7_0006.vcf --stats-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/runStats.chromId_006_7_0006.xml --strelka-skip-header --strelka-chrom-depth-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/chromDepth.tsv --strelka-max-depth-factor 3.0
compressSegmentOutput_chromId_006_7_0006	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_006_7_0006		"/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_006_7_0006.vcf" && "/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_006_7_0006.vcf"
callGenomeSegment_chromId_006_7_0007	CallGenome	command	1	1536	0	0	makeTmpDir		/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/strelka2 --region 7:79569335-90936381 --ref /data/references/b37/human_g1k_v37_decoy.fasta --max-indel-size 49 --call-regions-bed /scratch/2022_summer_internship/mjcho/FCD_project/bed/targeted.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticIndelScoringModels.json --normal-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Normal.sorted.RGadded.marked.realigned.fixed.recal.bam --tumor-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Disease.sorted.RGadded.marked.realigned.fixed.recal.bam --somatic-snv-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_006_7_0007.vcf --somatic-indel-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_006_7_0007.vcf --stats-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/runStats.chromId_006_7_0007.xml --strelka-skip-header --strelka-chrom-depth-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/chromDepth.tsv --strelka-max-depth-factor 3.0
compressSegmentOutput_chromId_006_7_0007	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_006_7_0007		"/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_006_7_0007.vcf" && "/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_006_7_0007.vcf"
callGenomeSegment_chromId_006_7_0008	CallGenome	command	1	1536	0	0	makeTmpDir		/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/strelka2 --region 7:90936382-102303428 --ref /data/references/b37/human_g1k_v37_decoy.fasta --max-indel-size 49 --call-regions-bed /scratch/2022_summer_internship/mjcho/FCD_project/bed/targeted.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticIndelScoringModels.json --normal-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Normal.sorted.RGadded.marked.realigned.fixed.recal.bam --tumor-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Disease.sorted.RGadded.marked.realigned.fixed.recal.bam --somatic-snv-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_006_7_0008.vcf --somatic-indel-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_006_7_0008.vcf --stats-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/runStats.chromId_006_7_0008.xml --strelka-skip-header --strelka-chrom-depth-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/chromDepth.tsv --strelka-max-depth-factor 3.0
compressSegmentOutput_chromId_006_7_0008	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_006_7_0008		"/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_006_7_0008.vcf" && "/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_006_7_0008.vcf"
callGenomeSegment_chromId_006_7_0009	CallGenome	command	1	1536	0	0	makeTmpDir		/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/strelka2 --region 7:102303429-113670475 --ref /data/references/b37/human_g1k_v37_decoy.fasta --max-indel-size 49 --call-regions-bed /scratch/2022_summer_internship/mjcho/FCD_project/bed/targeted.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticIndelScoringModels.json --normal-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Normal.sorted.RGadded.marked.realigned.fixed.recal.bam --tumor-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Disease.sorted.RGadded.marked.realigned.fixed.recal.bam --somatic-snv-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_006_7_0009.vcf --somatic-indel-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_006_7_0009.vcf --stats-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/runStats.chromId_006_7_0009.xml --strelka-skip-header --strelka-chrom-depth-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/chromDepth.tsv --strelka-max-depth-factor 3.0
compressSegmentOutput_chromId_006_7_0009	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_006_7_0009		"/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_006_7_0009.vcf" && "/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_006_7_0009.vcf"
callGenomeSegment_chromId_006_7_0010	CallGenome	command	1	1536	0	0	makeTmpDir		/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/strelka2 --region 7:113670476-125037522 --ref /data/references/b37/human_g1k_v37_decoy.fasta --max-indel-size 49 --call-regions-bed /scratch/2022_summer_internship/mjcho/FCD_project/bed/targeted.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticIndelScoringModels.json --normal-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Normal.sorted.RGadded.marked.realigned.fixed.recal.bam --tumor-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Disease.sorted.RGadded.marked.realigned.fixed.recal.bam --somatic-snv-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_006_7_0010.vcf --somatic-indel-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_006_7_0010.vcf --stats-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/runStats.chromId_006_7_0010.xml --strelka-skip-header --strelka-chrom-depth-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/chromDepth.tsv --strelka-max-depth-factor 3.0
compressSegmentOutput_chromId_006_7_0010	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_006_7_0010		"/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_006_7_0010.vcf" && "/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_006_7_0010.vcf"
callGenomeSegment_chromId_006_7_0011	CallGenome	command	1	1536	0	0	makeTmpDir		/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/strelka2 --region 7:125037523-136404569 --ref /data/references/b37/human_g1k_v37_decoy.fasta --max-indel-size 49 --call-regions-bed /scratch/2022_summer_internship/mjcho/FCD_project/bed/targeted.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticIndelScoringModels.json --normal-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Normal.sorted.RGadded.marked.realigned.fixed.recal.bam --tumor-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Disease.sorted.RGadded.marked.realigned.fixed.recal.bam --somatic-snv-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_006_7_0011.vcf --somatic-indel-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_006_7_0011.vcf --stats-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/runStats.chromId_006_7_0011.xml --strelka-skip-header --strelka-chrom-depth-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/chromDepth.tsv --strelka-max-depth-factor 3.0
compressSegmentOutput_chromId_006_7_0011	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_006_7_0011		"/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_006_7_0011.vcf" && "/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_006_7_0011.vcf"
callGenomeSegment_chromId_006_7_0012	CallGenome	command	1	1536	0	0	makeTmpDir		/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/strelka2 --region 7:136404570-147771616 --ref /data/references/b37/human_g1k_v37_decoy.fasta --max-indel-size 49 --call-regions-bed /scratch/2022_summer_internship/mjcho/FCD_project/bed/targeted.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticIndelScoringModels.json --normal-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Normal.sorted.RGadded.marked.realigned.fixed.recal.bam --tumor-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Disease.sorted.RGadded.marked.realigned.fixed.recal.bam --somatic-snv-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_006_7_0012.vcf --somatic-indel-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_006_7_0012.vcf --stats-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/runStats.chromId_006_7_0012.xml --strelka-skip-header --strelka-chrom-depth-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/chromDepth.tsv --strelka-max-depth-factor 3.0
compressSegmentOutput_chromId_006_7_0012	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_006_7_0012		"/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_006_7_0012.vcf" && "/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_006_7_0012.vcf"
